dishwasher,disposal,kitchen,kitchen_2,light,microwave,refrigerator,stove,washer_dryer
0.25,0.0,14.0,0.875,146.1875,5.0,8.0,0.0,2.1875
0.4375,0.0,14.0625,0.9375,146.8125,5.0,12.5,0.0,2.4375
0.0625,0.0,14.0,0.6875,146.25,5.0,8.3125,0.0,2.25
0.125,0.0,14.0,0.75,146.6875,5.0,8.0,0.0,2.0
0.25,0.0,14.0625,0.875,146.8125,5.0,8.0,0.0,2.0625
0.3125,0.0,14.0625,0.5625,146.5625,5.0,8.3125,0.0,2.4375
0.4375,0.0,14.0625,0.9375,146.75,5.0,8.0,0.0,2.625
0.1875,0.0,13.1875,0.9375,147.75,5.0625,180.5,0.0,2.3125
0.3125,0.0,13.0,0.75,147.9375,5.0,204.8125,0.0,1.9375
0.375,0.0,13.0,0.75,147.9375,5.25,203.4375,0.0,2.1875
0.25,0.0,13.0,0.625,148.125,5.125,198.9375,0.0,1.75
0.0,0.0,13.0,0.6875,147.375,5.25,194.75,0.0,1.625
0.125,0.0,13.0,0.625,147.9375,5.0,193.0625,0.0,1.9375
0.0,0.0,13.0,0.8666666666666667,147.4,5.066666666666666,191.06666666666666,0.0,1.8
0.1875,0.0,13.0,0.75,147.125,5.0,188.125,0.0,2.125
0.125,0.0,13.0,0.75,147.5625,5.125,185.6875,0.0,1.75
0.0625,0.0,13.0,0.9375,147.125,5.0625,185.1875,0.0,1.25
0.0,0.0,13.0,0.625,147.75,5.0625,184.5,0.0,1.5625
0.1875,0.0,13.0,1.0,147.3125,5.0625,181.125,0.0,2.0625
0.0,0.0,13.0,1.0,147.25,5.0,179.3125,0.0,1.625
0.0625,0.0,13.0,0.75,147.25,5.0,179.75,0.0,1.6875
0.0,0.0,13.0,1.0,147.25,5.0625,178.4375,0.0,1.625
0.0625,0.0,13.0,0.6875,147.6875,5.0625,176.0,0.0,1.375
0.0625,0.0,13.0,1.0,146.875,5.0,176.4375,0.0,1.8125
0.06666666666666667,0.0,13.0,0.8,147.66666666666666,5.0,175.46666666666667,0.0,1.8
0.0625,0.0,13.0,0.8125,147.5625,5.0625,174.0625,0.0,1.3125
0.0,0.0,13.0,0.9375,147.3125,5.0,173.375,0.0,1.875
0.1875,0.0,13.0,0.8125,147.625,5.125,172.375,0.0,1.625
0.0625,0.0,13.0,0.875,147.25,5.0625,171.3125,0.0,1.9375
0.125,0.0,13.0,0.625,147.8125,5.0625,170.875,0.0,1.625
0.0,0.0,13.0,0.9375,147.125,5.0,169.625,0.0,1.625
0.0625,0.0,13.0625,0.75,147.1875,5.0,169.5625,0.0,1.6875
0.13333333333333333,0.0,13.0,0.8666666666666667,147.2,5.0,168.46666666666667,0.0,1.8666666666666667
0.0,0.0,13.0,1.0,147.52941176470588,5.0,167.23529411764707,0.0,1.1176470588235294
0.0625,0.0,13.0,0.6875,148.25,5.0625,167.625,0.0,1.125
0.0,0.0,13.0,1.0,148.13333333333333,5.0,166.53333333333333,0.0,1.2
0.0,0.0,13.0,0.8125,148.25,5.0,166.0625,0.0,1.1875
0.0,0.0,13.0,0.75,148.4375,5.0625,166.0,0.0,1.25
0.0625,0.0,13.0,0.875,147.4375,5.0,165.375,0.0,1.25
0.0625,0.0,13.0,0.8125,148.1875,5.0,165.3125,0.0,1.375
0.0625,0.0,13.0,0.75,147.6875,5.0,165.25,0.0,1.875
0.0625,0.0,13.0,0.9375,147.3125,5.0,164.6875,0.0,1.8125
0.0,0.0,13.0,0.6875,147.5625,5.0,164.1875,0.0,1.9375
0.125,0.0,13.0,0.875,147.375,5.0,163.6875,0.0,1.8125
0.13333333333333333,0.0,13.0,1.0,147.2,5.0,163.4,0.0,2.066666666666667
0.0,0.0,13.0,0.875,147.5625,5.0625,163.375,0.0,1.8125
0.125,0.0,13.0,0.6875,147.5625,5.0,163.0,0.0,1.8125
0.125,0.0,13.0,1.0,147.375,5.0625,161.5,0.0,2.5
0.0,0.0,13.0625,1.0,147.875,5.125,160.75,0.0,2.375
0.0,0.0,13.0625,1.0,147.5625,5.0,159.75,0.0,2.9375
0.0,0.0,13.0,1.0,147.5625,5.0,159.4375,0.0,2.0625
0.0,0.0,13.0,1.0,147.5,5.0,159.3125,0.0,1.875
0.0,0.0,13.0,1.0,147.4375,5.0625,159.25,0.0,2.0625
0.0,0.0,13.0,1.0,147.375,5.0,158.8125,0.0,2.375
0.0625,0.0,13.0,1.0,147.375,5.0625,159.25,0.0,2.8125
0.125,0.0,13.0,1.0,147.6875,5.0,158.4375,0.0,2.75
0.06666666666666667,0.0,13.0,1.0,147.73333333333332,5.0,158.0,0.0,2.8
0.0625,0.0,13.0,1.0,147.5,5.0625,157.75,0.0,2.6875
0.1875,0.0,13.0,1.0,147.9375,5.0,158.1875,0.0,2.5625
0.125,0.0,13.0,1.0,148.0,5.0625,157.875,0.0,2.6875
0.0625,0.0,13.0625,1.0,147.9375,5.0,157.4375,0.0,2.5625
0.0625,0.0,13.0,1.0,147.75,5.0,157.9375,0.0,2.6875
0.1875,0.0,13.0625,1.0,148.0,5.0,157.1875,0.0,2.875
0.0,0.0,13.0,1.0,147.75,5.0,156.375,0.0,2.375
0.0625,0.0,13.125,1.0,148.125,5.0,156.375,0.0,2.125
0.0,0.0,13.0625,1.0,148.625,5.0,156.1875,0.0,1.25
0.0,0.0,13.0625,1.0,148.9375,5.0,156.25,0.0,1.625
0.0,0.0,13.0625,1.0,148.4375,5.0,155.8125,0.0,1.4375
0.0,0.0,13.75,1.0,147.9375,5.0,71.6875,0.0,1.6875
0.0,0.0,14.266666666666667,1.0,147.13333333333333,5.0,6.466666666666667,0.0,2.0
0.0,0.0,14.0625,1.0,147.25,5.0,6.5,0.0,1.9375
0.0,0.0,14.375,0.9375,147.3125,5.0,6.5,0.0,1.8125
0.0625,0.0,14.3125,1.0,147.6875,5.0,6.375,0.0,1.5
0.0,0.0,14.125,1.0,147.125,5.0,6.1875,0.0,1.9375
0.125,0.0,14.375,1.0,147.0,5.0,6.5,0.0,2.1875
0.26666666666666666,0.0,14.4,1.0,146.93333333333334,5.0,6.4,0.0,2.4
0.3125,0.0,14.4375,1.0,147.375,5.0,6.375,0.0,2.75
0.0625,0.0,14.4375,1.0,147.4375,5.0,6.5,0.125,2.625
0.25,0.0,14.3125,1.0,147.75,5.0,6.4375,0.0,2.9375
0.125,0.0,14.625,1.0,60.4375,4.4375,6.125,0.625,2.375
0.125,0.0,14.4375,1.0,8.0,4.0625,6.25,1.0,2.0
0.1875,0.0,14.75,1.0,8.0,4.0625,6.125,0.875,2.0
0.0625,0.0,14.4375,1.0,8.0,4.0,6.375,1.0,2.1875
0.1875,0.0,14.625,1.0,8.0,4.0,6.3125,0.9375,2.0
0.06666666666666667,0.0,14.733333333333333,1.0,7.933333333333334,4.066666666666666,6.4,0.8666666666666667,2.0
0.0625,0.0,14.5,0.9375,74.6875,4.5,6.25,0.5,1.9375
0.1875,0.0,14.1875,1.0,146.1875,5.0,8.5625,0.0,2.0625
0.125,0.0,14.375,1.0,151.6875,5.0,6.1875,0.0,2.25
0.375,0.0,14.125,1.0,153.5,5.0,6.5625,0.0,2.5625
0.375,0.0,14.1875,1.0,154.125,5.0,6.25,0.0,2.125
0.3333333333333333,0.0,14.266666666666667,1.0,154.2,5.0,6.266666666666667,0.0,2.2666666666666666
0.1875,0.0,14.125,0.9375,154.25,5.0,20.5625,0.0,2.625
0.3125,0.0,14.5,1.0,153.875,5.0,6.75,0.0,2.9375
0.1875,0.0,14.25,1.0,153.3125,5.0,6.125,0.0,2.5625
0.0625,0.0,14.125,1.0,152.625,5.0,6.375,0.0,1.4375
0.0,0.0,14.0625,0.9375,153.9375,4.9375,6.5,0.0,1.375
0.0625,0.0,13.0625,1.0,155.8125,5.0625,173.375,0.0,1.375
0.0,0.0,13.0,1.0,155.6875,5.0,173.0625,0.0,1.5625
0.1875,0.0,13.0,1.0,155.5625,5.0,174.625,0.0,1.5625
0.2,0.0,13.0,0.8666666666666667,155.33333333333334,5.0,169.2,0.0,1.4
0.125,0.0,13.0,1.0,154.75,5.0,167.9375,0.0,1.6875
0.0,0.0,13.0,1.0,154.375,5.0,167.0625,0.0,1.875
0.1875,0.0,13.0,0.875,154.375,5.0625,165.6875,0.0,1.9375
0.1875,0.0,13.0,0.875,152.5625,5.0,164.875,0.0,1.4375
0.0625,0.0,13.0,0.875,152.625,5.0,164.0,0.0,1.125
0.0,0.0,13.0,0.75,152.0625,5.0625,164.4375,0.0,1.25
0.0625,0.0,13.0,0.8125,151.875,5.0,163.4375,0.0,1.3125
0.0,0.0,13.0625,0.875,151.4375,5.0,162.5,0.0,1.3125
0.0,0.0,13.0,1.0,149.75,5.0,160.8125,0.0,1.1875
0.0,0.0,13.0,1.0,149.4,5.066666666666666,160.86666666666667,0.0,1.4
0.0,0.0,13.0625,1.0,148.6875,5.0,160.0,0.0,1.375
0.0,0.0,13.0,1.0,149.0,5.0,159.5,0.0,1.3125
0.0,0.0,13.1875,1.0,148.875,5.0,158.9375,0.0,1.5
0.0,0.0,13.0,1.0,148.75,5.0625,158.75,0.0,1.125
0.0,0.0,13.0625,1.0,148.6875,5.0,158.3125,0.0,1.5
0.0,0.0,13.1875,1.0,148.4375,5.0625,157.75,0.0,1.625
0.0,0.0,13.0625,1.0,148.3125,5.0,157.625,0.0,1.5
0.125,0.0,13.0625,1.0,148.375,5.0,157.6875,0.0,2.0625
0.0,0.0,13.125,1.0,148.25,5.0,156.75,0.0,1.8125
0.13333333333333333,0.0,13.066666666666666,1.0,148.33333333333334,5.0,157.4,0.0,2.3333333333333335
0.0625,0.0,13.25,1.0,147.875,5.0,156.4375,0.0,2.125
0.0625,0.0,13.125,1.0,147.9375,5.0,156.375,0.0,1.6875
0.0,0.0,14.0,1.0,86.4375,4.5625,43.6875,0.375,1.8125
0.0625,0.0,14.4375,1.0,8.0,4.0625,6.125,0.875,2.0625
0.0625,0.0,14.5625,1.0,8.0,4.0625,6.125,1.0,2.0
0.1875,0.0,11.125,1.0,10.9375,4.0625,6.0,0.875,2.0
0.1875,0.0,0.375,1.0,48.9375,4.5,6.0,0.25,2.375
0.125,0.0,0.625,1.0,49.5,4.5,6.125,0.6875,2.1875
0.26666666666666666,0.0,0.4666666666666667,1.0,41.53333333333333,4.4,6.0,0.3333333333333333,2.2
0.125,0.0,0.4375,1.0,8.0,4.125,6.125,0.9375,2.0
0.1875,0.0,0.4375,1.0,8.0,4.125,6.0,1.0,1.9375
0.11764705882352941,0.0,0.5882352941176471,1.0,8.0,4.176470588235294,6.176470588235294,1.0,2.0
0.125,0.0,0.5,1.0,8.0,4.0,6.0,0.9375,2.0625
0.06666666666666667,0.0,0.4,1.0,8.0,4.066666666666666,6.2,1.0,2.0
0.125,0.0,0.375,1.0,8.0,4.125,6.0625,1.0,2.0
0.125,0.0,0.4375,1.0,8.0,4.0625,6.0625,0.875,2.0
0.0625,0.0,0.125,1.0,8.0,4.0,6.0625,0.875,1.9375
0.125,0.0,0.375,1.0,8.0,4.125,6.0625,0.8125,2.0
0.125,0.0,0.3125,1.0,8.0,4.125,6.0,0.9375,1.9375
0.125,0.0,0.4375,1.0,8.0,4.125,6.0625,1.0,2.0
0.125,0.0,0.5,1.0,8.0,4.125,6.0625,0.9375,2.0
0.125,0.0,0.375,1.0,8.0,4.0625,6.25,0.9375,2.0
0.125,0.0,0.0625,1.0,8.0,4.0625,6.0625,0.9375,2.0
0.0625,0.0,0.1875,1.0,8.0,4.1875,6.25,1.0,2.0
0.125,0.0,0.375,1.0,8.0,4.125,6.125,1.0,2.0625
0.125,0.0,0.4375,1.0,8.0,4.125,6.125,0.9375,2.0
0.125,0.0,0.4375,1.0,8.0,4.0,6.0,1.0,2.0
0.125,0.0,0.375,1.0,8.0,4.125,6.125,1.0,2.0
0.25,0.0,0.375,1.0,8.0,4.125,6.1875,1.0,2.0
0.1875,0.0,0.1875,1.0,8.0,4.0625,6.1875,1.0,2.0
0.3125,0.0,0.3125,1.0,8.0,4.0625,6.3125,0.9375,2.0
0.0625,0.0,0.4375,1.0,8.0,4.125,6.25,1.0,1.875
0.0,0.0,0.5,1.0,8.0,4.125,6.1875,0.8125,1.9375
0.0625,0.0,0.3125,1.0,8.0,4.0625,6.25,0.875,2.0
0.0625,0.0,0.5625,0.9375,8.5,4.375,75.375,0.6875,1.9375
0.0,0.0,0.0,1.0,8.9375,5.0,180.3125,0.0,1.875
0.0625,0.0,0.0,1.0,8.875,4.9375,168.4375,0.0,1.9375
0.0625,0.0,0.0,1.0,8.625,4.9375,166.0,0.0625,2.0
0.125,0.0,0.0,1.0,8.8125,5.0,163.0,0.0,1.875
0.0,0.0,0.0,1.0,8.8125,4.9375,162.25,0.125,2.0
0.0625,0.0,0.0,1.0,8.6875,4.875,161.375,0.125,2.0
0.0625,0.0,0.0,1.0,8.6875,4.8125,159.9375,0.375,2.0
0.1875,0.0,0.0,1.0,8.75,4.9375,159.875,0.125,2.0
0.0625,0.0,0.0,1.0,8.875,4.9375,159.125,0.25,2.0
0.0,0.0,0.0,1.0,8.625,5.0,158.25,0.4375,2.0
0.125,0.0,0.0,1.0625,8.6875,4.875,158.0,0.1875,2.0
0.0625,0.0,0.0,1.0,8.75,4.8125,157.9375,0.25,2.0625
0.0625,0.0,0.0,1.0,8.5625,5.0,157.25,0.25,2.0
0.25,0.0,0.0,1.0,8.5625,4.9375,157.25,0.125,2.0
0.1875,0.0,0.0,1.0,8.4375,4.9375,156.0,0.3125,1.9375
0.0,0.0,0.0,1.0,8.5,4.9375,155.6875,0.4375,1.9375
0.0625,0.0,0.0,1.0,8.5,4.8125,155.375,0.25,2.0
0.125,0.0,0.0,1.0,8.5,4.9375,155.25,0.125,2.0
0.0,0.0,0.0,1.0,8.5,4.6875,154.875,0.0625,2.0
0.0625,0.0,0.0,1.0,8.375,4.875,154.125,0.1875,2.0
0.125,0.0,0.0,1.0,8.5,5.0,154.5625,0.0625,2.0625
0.0,0.0,0.0625,1.0,8.4375,4.6875,117.0625,0.375,2.0
0.125,0.0,0.1875,1.0,8.0,4.125,6.0625,1.0,2.0
0.0,0.0,0.1875,1.0,8.0,4.0625,6.125,0.8125,2.0
0.0625,0.0,0.5,1.0,8.0,4.0625,6.0,1.0,2.0
0.125,0.0,0.375,1.0,8.0,4.125,6.0,1.0,2.0
0.125,0.0,0.25,1.0,8.0,4.0625,6.0625,1.0,2.0
0.0625,0.0,0.375,1.0,8.0,4.0625,6.0625,0.875,2.0
0.0625,0.0,0.375,1.0,7.9375,4.0,6.125,0.8125,2.0
0.125,0.0,0.5,1.0,8.0,4.0,6.0,0.9375,2.0
0.1875,0.0,0.1875,1.0,8.0,4.0625,6.0,0.75,2.0
0.25,0.0,0.25,1.0,8.0,4.125,6.125,1.0,2.0
0.1875,0.0,0.3125,1.0,8.0,4.3125,6.0625,1.0,2.0
0.1875,0.0,0.4375,1.0,8.0,4.0625,6.0625,1.0,2.0625
0.125,0.0,0.4375,1.0,8.0,4.0,6.0,1.0,2.0625
0.1875,0.0,0.25,1.0,8.0,4.0625,6.0625,1.0,2.0
0.125,0.0,0.4375,1.0,8.0,4.125,6.1875,0.9375,2.0
0.125,0.0,0.4375,1.0,8.0,4.0,6.0625,1.0,2.0
0.1875,0.0,0.4375,1.0,8.0,4.0625,6.125,1.0,2.0
0.125,0.0,0.25,1.0,8.0,4.0,6.0,1.0,2.0
0.125,0.0,0.125,1.0,8.0,4.125,6.1875,0.875,2.0
0.0625,0.0,0.375,1.0,8.0,4.0625,6.0625,1.0,2.0
0.1875,0.0,0.4375,1.0,8.0,4.0,6.125,0.9375,2.0
0.0625,0.0,0.3125,1.0,8.0,4.0,6.0,1.0,2.0
0.125,0.0,0.4375,1.0,8.0,4.1875,6.0,1.0,2.0
0.0,0.0,0.3125,1.0,8.0,4.125,6.0625,0.9375,2.0625
0.0625,0.0,0.125,1.0,8.0,4.0625,6.125,0.9375,2.0
0.125,0.0,0.3125,1.0,8.0,4.0,6.0625,0.8125,2.0
0.25,0.0,0.4375,1.0,8.0,4.0625,6.0625,0.875,2.0
0.0625,0.0,0.1875,1.0,8.0,4.25,6.0625,0.875,2.0
0.0,0.0,0.375,1.0,8.0,4.0,6.0625,0.9375,2.0
0.25,0.0,0.375,1.0,8.0,4.0,6.125,0.75,2.0
0.0625,0.0,0.3125,1.0,8.0,4.125,6.0625,0.8125,2.0
0.125,0.0,0.375,1.0,7.9375,4.0625,6.0,0.75,2.0
0.1875,0.0,0.3125,1.0,8.0,4.0625,6.125,0.875,1.9375
0.125,0.0,0.1875,1.0,8.6875,4.75,140.75,0.3125,2.0
0.1875,0.0,0.0,1.0,8.75,5.0,173.4375,0.0,2.0
0.0625,0.0,0.0,1.0,8.75,5.0,167.375,0.0,1.9375
0.3125,0.0,0.0,1.0,8.6875,4.9375,164.5,0.0,2.0
0.125,0.0,0.0,1.0,8.5625,4.875,163.5,0.0,2.0
0.0625,0.0,0.0,1.0,8.8125,4.875,162.4375,0.0625,2.0
0.0625,0.0,0.0,1.0,8.5,5.0,161.6875,0.0,2.0
0.1875,0.0,0.0,1.0,8.75,4.875,161.375,0.0,2.0
0.0,0.0,0.0,1.0,8.6875,4.875,160.3125,0.0,1.9375
0.125,0.0,0.0,1.0,8.625,4.8125,160.0,0.0625,2.0
0.125,0.0,0.0,1.0,8.6875,4.9375,159.0,0.0,1.9375
0.1875,0.0,0.0,1.0,8.625,5.0,158.4375,0.0625,2.0
0.13333333333333333,0.0,0.0,1.0,8.866666666666667,4.933333333333334,158.2,0.0,2.0
0.125,0.0,0.0,1.0,8.5625,5.0,157.625,0.0625,2.0
0.125,0.0,0.0,1.0,8.6875,5.0,157.0,0.125,2.0
0.0,0.0,0.0,1.0,8.6875,4.875,157.1875,0.0625,2.0
0.0625,0.0,0.0,1.0,8.6875,4.75,156.1875,0.0,2.0
0.0625,0.0,0.0,1.0,8.75,4.875,155.4375,0.0,1.8125
0.0625,0.0,0.0,1.0,8.625,5.0,155.4375,0.0625,2.0
0.125,0.0,0.0,1.0,8.8125,5.0,154.3125,0.125,2.0
0.0,0.0,0.0625,1.0,8.75,4.6875,145.4375,0.25,2.0
0.0,0.0,0.3125,1.0,8.0,4.0,6.125,0.875,1.9375
0.1875,0.0,0.5625,1.0,8.0,4.0,6.0,0.625,1.9375
0.0,0.0,0.5625,1.0,8.0,4.0625,6.1875,0.625,1.9375
0.0,0.0,0.5625,1.0,8.0,4.125,6.125,0.8125,2.0
0.0,0.0,0.375,1.0,8.0,4.0625,6.1875,0.6875,2.0
0.0625,0.0,0.4375,1.0,8.0,4.0625,6.1875,0.8125,2.0
0.125,0.0,0.4375,1.0,8.0,4.1875,6.0625,0.9375,2.0
0.0625,0.0,0.375,1.0,8.0,4.1875,6.0625,0.875,2.0
0.1875,0.0,0.4375,1.0,8.0,4.125,6.1875,0.625,2.0
0.0,0.0,0.375,1.0,8.0,4.0,6.3125,0.875,1.9375
0.125,0.0,0.5625,1.0,8.0,4.1875,6.375,0.875,1.6875
0.125,0.0,0.4375,1.0,8.0,4.0625,6.1875,0.75,1.875
0.0625,0.0,0.3125,1.0,8.0,4.1875,6.125,0.625,1.9375
0.0,0.0,0.25,1.0,8.0,4.25,6.0,0.6875,2.0
0.0625,0.0,0.4375,1.0,8.0,4.1875,6.25,0.625,2.0
0.125,0.0,0.4375,0.9375,8.0,4.0625,6.1875,0.75,2.0
0.125,0.0,0.625,1.0,8.0,4.0625,6.1875,0.75,2.0
0.0625,0.0,0.3125,1.0,8.0,4.0,6.125,0.625,2.0
0.125,0.0,0.25,1.0,8.0,4.125,6.125,0.8125,1.8125
0.0625,0.0,0.3125,1.0,7.9375,4.1875,6.25,0.875,2.0
0.25,0.0,0.1875,1.0,8.0,4.0,6.25,0.625,2.0
0.1875,0.0,0.375,1.0,7.9375,4.125,6.125,0.75,2.0
0.125,0.0,0.4375,1.0,8.0,4.0625,6.125,0.9375,2.0
0.0625,0.0,0.3125,1.0,8.0,4.0625,6.3125,0.8125,2.0
0.06666666666666667,0.0,0.3333333333333333,1.0,8.0,4.066666666666666,6.066666666666666,0.8,2.0
0.0625,0.0,0.0625,1.0,7.9375,4.0625,6.125,0.8125,1.875
0.0,0.0,0.1875,1.0,8.0,4.3125,6.0625,0.8125,2.0
0.0625,0.0,0.1875,1.0,8.0,4.0,6.1875,0.75,1.9375
0.0,0.0,0.375,1.0,8.0,4.0,6.1875,0.625,1.9375
0.125,0.0,0.5,1.0,8.0,4.125,6.125,0.8125,2.0
0.125,0.0,0.4375,1.0,8.0,4.0,6.125,1.0,2.0
0.0,0.0,0.375,1.0,8.0,4.125,6.0625,0.875,2.0
0.0625,0.0,0.375,1.0,8.0,4.125,6.1875,0.875,2.0
0.0625,0.0,0.5625,1.0,8.0,4.125,6.0625,0.9375,2.0
0.0625,0.0,0.125,1.125,8.3125,4.5,216.0,0.5625,2.0
0.125,0.0,0.0,1.0,8.8125,5.0,178.125,0.25,1.875
0.0,0.0,0.0,1.0,8.5,5.0,172.3125,0.1875,2.0
0.0,0.0,0.0,1.0,8.75,5.0,169.8125,0.3125,2.0
0.0625,0.0,0.0,1.0625,8.8125,5.0,168.625,0.1875,2.0
0.0625,0.0,0.0,1.0,8.875,4.875,166.8125,0.25,2.0
0.0,0.0,0.0,1.0,8.75,4.9375,165.8125,0.0,2.0
0.0,0.0,0.0,1.0,8.6875,4.9375,164.375,0.0,2.0
0.0,0.0,0.0,1.0,8.75,5.0,163.75,0.0,2.0
0.0,0.0,0.0,1.0,8.75,5.0,163.25,0.0,2.0
0.0,0.0,0.0,1.0,8.625,5.0,162.5625,0.0,2.0
0.0625,0.0,0.0,1.0,8.625,4.9375,161.5625,0.0625,2.0
0.0625,0.0,0.0,1.0,8.4375,4.875,160.5,0.0625,2.0
0.125,0.0,0.0,1.0,8.8125,5.0,160.0625,0.0,2.0
0.0625,0.0,0.0,1.0,8.5,4.9375,159.1875,0.0,2.0
0.0,0.0,0.0,1.0,8.8125,4.9375,159.3125,0.0625,2.0
0.0625,0.0,0.0,1.0,8.625,4.9375,159.25,0.1875,2.0
0.0625,0.0,0.0,1.0,8.875,5.0,158.75,0.125,2.0
0.13333333333333333,0.0,0.0,1.0,8.533333333333333,5.0,158.0,0.26666666666666666,2.0
0.0625,0.0,0.0,1.0,8.75,4.8125,158.3125,0.1875,2.0
0.0,0.0,0.375,1.0,8.0625,4.1875,25.125,0.75,1.875
0.0,0.0,0.4375,1.0,8.0,4.1875,6.1875,0.875,2.0
0.0625,0.0,0.5,1.0,8.0,4.125,6.0625,1.0,2.0
0.0,0.0,0.375,0.9375,8.0,4.0,6.3125,0.8125,2.0
0.0625,0.0,0.3125,1.0,7.9375,4.125,6.125,0.875,2.0
0.125,0.0,0.375,1.0,8.0,4.0625,6.1875,0.9375,1.9375
0.0,0.0,0.1875,1.0,8.0,4.125,6.125,1.0,2.0
0.0,0.0,0.25,1.0,8.0,4.125,6.375,0.875,2.0
0.0,0.0,0.3125,1.0,8.0,4.1875,6.3125,0.9375,2.0
0.0625,0.0,0.4375,1.0,8.0,4.125,6.0,0.9375,1.9375
0.0625,0.0,0.375,1.0,8.0,4.0,6.125,0.8125,2.0
0.125,0.0,0.375,1.0,8.0,4.0625,6.25,1.0,1.875
0.0625,0.0,0.375,1.0,8.0,4.0,6.25,0.875,2.0
0.0,0.0,0.25,1.0,8.0,4.125,6.1875,0.625,1.9375
0.0,0.0,0.4375,1.0,8.0,4.125,6.125,0.9375,1.9375
0.125,0.0,0.5,1.0,8.0,4.0625,6.25,0.8125,1.875
0.0,0.0,0.375,1.0,8.0,4.1875,6.0625,0.9375,2.0
0.0,0.0,0.26666666666666666,1.0,8.0,4.2,6.2,0.7333333333333333,2.0
0.058823529411764705,0.0,0.35294117647058826,1.0,8.0,4.0588235294117645,6.176470588235294,0.8235294117647058,1.9411764705882353
0.13333333333333333,0.0,0.3333333333333333,1.0,7.933333333333334,4.133333333333334,6.133333333333334,0.9333333333333333,2.0
0.0,0.0,0.375,1.0,8.0,4.0625,6.125,0.8125,1.9375
0.0,0.0,0.5625,1.0,8.0,4.125,6.1875,0.875,1.9375
0.0625,0.0,0.5625,1.0,8.0,4.0625,6.25,0.9375,1.875
0.0625,0.0,0.5,1.0,8.0,4.125,6.0625,1.0,2.0
0.0625,0.0,0.25,1.0,8.0,4.0,6.3125,0.875,1.875
0.125,0.0,0.25,1.0,8.0,4.3125,6.25,0.875,2.0
0.125,0.0,0.25,1.0,8.0,4.125,6.125,0.75,1.9375
0.0625,0.0,0.3125,1.0,8.0,4.0625,6.1875,0.75,2.0
0.1875,0.0,0.5625,1.0,8.0,4.25,6.0625,1.0,1.625
0.0625,0.0,0.3125,1.0,8.0,4.4375,6.1875,0.875,1.875
0.0625,0.0,0.4375,1.0,8.0,4.125,6.0625,0.75,1.9375
0.0625,0.0,0.5,1.0,7.9375,4.1875,6.0625,0.9375,1.9375
0.0,0.0,0.4375,1.0,8.0,4.125,6.1875,1.0,1.75
0.0,0.0,0.25,1.0,8.0,4.0625,6.0,0.8125,1.8125
0.0,0.0,0.1875,1.0,8.25,4.5,62.625,0.625,2.0
0.0625,0.0,0.0,1.0,8.9375,5.0,179.9375,0.1875,1.9375
0.0625,0.0,0.0,1.0,8.875,4.9375,170.75,0.25,2.0
0.0625,0.0,0.0,1.0,8.875,4.875,168.8125,0.0625,2.0
0.0,0.0,0.0,1.0,8.875,5.0,168.25,0.25,2.0
0.0625,0.0,0.0,1.0,8.75,5.0,167.0,0.125,2.0
0.0,0.0,0.0,1.0,8.9375,5.0,165.5,0.0,2.0
0.0,0.0,0.0,1.0,8.6875,4.875,164.9375,0.0625,2.0
0.0,0.0,0.0,1.0,8.5,5.0,164.125,0.25,2.0
0.0625,0.0,0.0,1.0,8.5625,5.0,163.3125,0.125,1.875
0.0,0.0,0.0,1.0,8.5625,4.9375,162.5625,0.4375,2.0
0.0625,0.0,0.0,1.0,8.625,5.0,161.625,0.3125,2.0
0.0625,0.0,0.0,1.0,8.5625,4.9375,161.3125,0.0625,2.0
0.0,0.0,0.0,1.0,8.6875,5.0,160.875,0.0,2.0
0.0,0.0,0.0,1.0,8.75,5.0,160.375,0.0,1.9375
0.0625,0.0,0.0,1.0,8.6875,4.875,159.4375,0.125,1.9375
0.125,0.0,0.0,1.0,8.4375,4.9375,159.0625,0.0,2.0
0.0625,0.0,0.0,1.0,8.5625,4.9375,158.6875,0.0,1.9375
0.0625,0.0,0.0,1.0,8.8125,4.9375,158.75,0.0,1.875
0.1875,0.0,0.25,1.0,8.25,4.5,82.25,0.4375,2.0
0.125,0.0,0.375,1.0,8.0,4.125,6.1875,1.0,1.9375
0.0625,0.0,0.25,1.0,8.0,4.1875,6.25,0.9375,2.0
0.0,0.0,0.5,1.0,8.0,4.0625,6.125,1.0,2.0
0.0625,0.0,0.25,1.0,7.9375,4.0625,6.0625,0.75,2.0
0.0625,0.0,0.3125,1.0,8.0,4.0,6.3125,0.875,1.9375
0.0625,0.0,0.375,1.0,8.0,4.125,6.125,0.8125,2.0
0.0625,0.0,0.375,1.0,8.0,4.125,6.25,0.75,1.9375
0.0,0.0,0.625,1.0,8.0,4.0625,6.25,1.0,2.0
0.0,0.0,0.4375,1.0,8.0,4.125,6.125,0.75,2.0
0.0,0.0,0.5625,1.0,8.0,4.125,6.1875,0.8125,1.9375
0.0625,0.0,0.1875,1.0,8.0,4.1875,6.3125,0.875,1.8125
0.0,0.0,0.3125,1.0,8.0,4.1875,6.3125,0.9375,2.0
0.0,0.0,0.375,1.0,8.0,4.125,6.125,1.0,1.875
0.0625,0.0,0.5625,1.0,8.0,4.0,6.4375,0.625,1.875
0.06666666666666667,0.0,0.4,1.0,8.0,4.0,6.333333333333333,0.8,2.0
